DELL_CG	<-- -->	Tandem Carriers - UPS and Purolator
TLF_SE	<-- -->	Teleflora Fulfillment Network - 2nd Day
TLF_CG	<-- -->	Teleflora Fulfillment Network - Ground
TLF_ND	<-- -->	Teleflora Fulfillment Network - Next Day
TDAH_G2	<-- -->	Total Transportation Services-Basic Service
TDAH_09	<-- -->	Total Transportation Services-Delivery and Install
TDAH_DS	<-- -->	Total Transportation Services-Threshold
TTLQ	<-- -->	TotalLine Transport
TFFC_G2	<-- -->	Traffic Tech - Basic Service
TFFC_09	<-- -->	Traffic Tech - Delivery and Install
TFFC_DS	<-- -->	Traffic Tech - Threshold Service
TLIE_G2	<-- -->	Trail Lines - Basic Service
TLIE_09	<-- -->	Trail Lines - Delivery and Install
TLIE_DS	<-- -->	Trail Lines - Threshold Service
TRWE	<-- -->	Transaction Wireless
TWLP	<-- -->	Transwest
PTQL_G2	<-- -->	TST Overland Express - Basic Service
UNSP	<--	Unspecified
UPSN_SE	<-- -->	UPS 2nd Day Air
UPSET_SE	    -->	UPS 2nd Day Air, Signature Required
UPSN_3D	<-- -->	UPS 3 Day Select
UPSC_ND	<-- -->	UPS Express Saver (Next Day)
UPGS	<-- -->	UPS Freight (service level unspecified)
UPGF_G2	<-- -->	UPS Freight - Basic Service
UPSN_CG	<-- -->	UPS Ground
UPSET_CG	    -->	UPS Ground, Signature Required
UPSN_FC	<-- -->	UPS Mail Innovations - Standard
UPSN_ND	<-- -->	UPS Next Day Air
UPSET_ND	    -->	UPS Next Day Air, Signature Required
HMES	<-- -->	USF Holland
RETL	<-- -->	USF Reddaway
USPS_ND	<-- -->	USPS Express Mail
USPSB_FC	<-- -->	USPS First Class Mail
USPS_BC	<-- -->	USPS Package Services (Parcel Post)
USPS_PO	<-- -->	USPS Periodicals
USPS_PB	<-- -->	USPS Priority Mail
VKMF_G2	<-- -->	Van Kam Freightways - Basic Service
LDSI_G2	<-- -->	Vast+Lodeso - Basic Service
LDSI_09	<-- -->	Vast+Lodeso - Delivery and Install
LDSI_DS	<-- -->	Vast+Lodeso - Threshold Service
VSXP	<-- -->	Vision Express
VSXP_G2	<-- -->	Vision Express - Basic Service
VITY	<-- -->	Vitran Canada
VITY_G2	<-- -->	Vitran Canada - Basic Service
VITR	<-- -->	Vitran Express
WARD	<-- -->	WARD Trucking
WWAT	<-- -->	Watkins
WKSH_G2	<-- -->	Watkins Shepard Trucking, Inc. - Basic Service
WKSH_DS	<-- -->	Watkins Shepard Trucking, Inc. - Threshold Service
WCNE_CG	<-- -->	Western Canada Express
WGLS	<-- -->	Western Logistics
WTVA_09	<-- -->	Wilson Trucking -  Delivery and Install
WTVA_G2	<-- -->	Wilson Trucking - Basic Service
WTVA_DS	<-- -->	Wilson Trucking - Threshold Service
XGSI_G2	<-- -->	Xpress Global Systems - Basic Service
YFSY	<-- -->	Yellow
RDWY_G2	<-- -->	YRC - Basic Service
RDWY_09	<-- -->	YRC - Delivery and Install
RDWY_ES	<-- -->	YRC - Expedited Delivery
RDWY_DS	<-- -->	YRC - Threshold Service
ZEFL_09	<-- -->	Zenith Global Logistics - Delivery and Install
